pid,delay,cfmt_raw,sex,age_year,participant_race,lineup,lineup_race,lineup_type,chooser,lineup_accuracy,lineup_decision,confidence,decision_time_sec,cross_race,expression,justification,cat,celebrity,kept,expression_spellcheck,justification_spellcheck,express_num,just_num,log_rt,mad_rt,statement
183,Day,30,Female,27,White,WC2.P.LINE,White,TP,Yes,0,Foil,60,2.639,No,ABout 60 percent,He looks familiar to me,F,No,Yes,About 60 percent,He looks familiar to me,TRUE,FALSE,0.970400058,-1.479577361,About 60 percent He looks familiar to me
183,Day,30,Female,27,White,WC3.P.LINE,White,TP,Yes,0,Foil,60,7.485,No,Im pretty certain,I think i remember seeing him,R,No,Yes,I'm pretty certain,I think I remember seeing him,FALSE,FALSE,2.0129010178715916,0.089926987,I'm pretty certain I think I remember seeing him
184,Day,70,Female,30,White,WC3.NP.LINE,White,TA,Yes,0,Foil,100,15.968,No,I'm almost certain I seen him previously,His one eyebrow raised rings a bell to me,O1,No,Yes,I'm almost certain I seen him previously,His one eyebrow raised rings a bell to me,FALSE,FALSE,2.770586719569108,1.2306367302893249,I'm almost certain I seen him previously His one eyebrow raised rings a bell to me
184,Day,70,Female,30,White,WD1.P.LINE,White,TP,Yes,1,Target,60,8.236,No,I am half certain,His face looks familiar,F,No,Yes,I am half certain,His face looks familiar,TRUE,FALSE,2.108514789165543,0.2338752760228091,I am half certain His face looks familiar
184,Day,70,Female,30,White,WD2.P.LINE,White,TP,Yes,1,Target,100,4.462,No,I remember seeing his face a few times,I think I remember him by his hair sticking up,O1,No,Yes,I remember seeing his face a few times,I think I remember him by his hair sticking up,FALSE,FALSE,1.4955970960103406,-0.688883571,I remember seeing his face a few times I think I remember him by his hair sticking up
184,Day,70,Female,30,White,WD3.P.LINE,White,TP,Yes,1,Target,60,13.127,No,He looks familiar,I'm not positive but he looks familiar to me,F,No,Yes,He looks familiar,I'm not positive but he looks familiar to me,FALSE,FALSE,2.5746711778212705,0.9356822829878759,He looks familiar I'm not positive but he looks familiar to me
185,5Minute,70,Female,26,White,WC1.P.LINE,White,TP,Yes,1,Target,40,7.204,No,somewhat,He looks like the guy in the blue & white plaid shirt,U1,No,Yes,somewhat,He looks like the guy in the blue & white plaid shirt,FALSE,FALSE,1.9746364273137096,0.032318943,somewhat He looks like the guy in the blue & white plaid shirt
185,5Minute,70,Female,26,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,6.011,No,somewhat,something looks familiar,F,No,Yes,somewhat,something looks familiar,FALSE,FALSE,1.793591124057025,-0.240248087,somewhat something looks familiar
186,Day,68,Female,26,White,WC2.P.LINE,White,TP,Yes,1,Target,80,3.084,No,I am very certain,I recognized the hair cut,O1,No,Yes,I am very certain,I recognized the hair cut,FALSE,FALSE,1.1262274557010832,-1.24497635,I am very certain I recognized the hair cut
186,Day,68,Female,26,White,WC3.P.LINE,White,TP,Yes,1,Target,100,2.493,No,I am very certain,I remember his nose and eyes.,Omany,No,Yes,I am very certain,I remember his nose and eyes.,FALSE,FALSE,0.9134868045414208,-1.565261309,I am very certain I remember his nose and eyes.
186,Day,68,Female,26,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,31.797,No,I am not sure,"He looks familiar, but his facial expression is different as are his clothes",FO,No,Yes,I am not sure,"He looks familiar, but his facial expression is different as are his clothes",FALSE,FALSE,3.4593719457132277,2.267615542048064,"I am not sure He looks familiar, but his facial expression is different as are his clothes"
186,Day,68,Female,26,White,WD3.NP.LINE,White,TA,Yes,0,Foil,40,9.441,No,I am not certain,He looks familiar but I can't quite remember. I based it off of the smile in the other study.,?,No,Yes,I am not certain,He looks familiar but I can't quite remember. I based it off of the smile in the other study.,FALSE,FALSE,2.2450619067503794,0.4394494700787326,I am not certain He looks familiar but I can't quite remember. I based it off of the smile in the other study.
187,5Minute,55,Female,24,White,WC2.P.LINE,White,TP,Yes,0,Foil,40,13.502,No,Not very certain,I feel like I've seen this face before,R,No,Yes,Not very certain,I feel like I've seen this face before,FALSE,FALSE,2.6028378226196787,0.9780876841864381,Not very certain I feel like I've seen this face before
188,5Minute,62,Female,33,White,WC3.P.LINE,White,TP,Yes,1,Target,80,3.127,No,Fairly,Memory,?,No,Yes,Fairly,Memory,FALSE,FALSE,1.1400740784757042,-1.224130005,Fairly Memory
188,5Minute,62,Female,33,White,WD1.NP.LINE,White,TA,Yes,0,Foil,20,1.713,No,Not very,They all look very similar above,?,No,Yes,Not very,They all look very similar above,FALSE,FALSE,0.5382462193419829,-2.130192904,Not very They all look very similar above
188,5Minute,62,Female,33,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,2.381,No,Kinda,Blue eyes seem familiar,FO,No,Yes,Kinda,Blue eyes seem familiar,FALSE,FALSE,0.8675205675047256,-1.634464323,Kinda Blue eyes seem familiar
188,5Minute,62,Female,33,White,WD3.NP.LINE,White,TA,Yes,0,Foil,20,3.249,No,Not very,Similar looking individuals in the lineup,?,No,Yes,Not very,Similar looking individuals in the lineup,FALSE,FALSE,1.1783472566869633,-1.166509032,Not very Similar looking individuals in the lineup
189,5Minute,62,Female,34,White,WC1.P.LINE,White,TP,Yes,1,Target,20,8.554,No,unsure,facial hair might be familiar,FO,No,Yes,unsure,facial hair might be familiar,FALSE,FALSE,2.1463990098047168,0.2909106661729983,unsure facial hair might be familiar
189,5Minute,62,Female,34,White,WC2.P.LINE,White,TP,Yes,1,Target,80,9.057,No,mostly sure,same face,R,No,Yes,mostly sure,same face,FALSE,FALSE,2.2035379393928114,0.3769343743775511,mostly sure same face
189,5Minute,62,Female,34,White,WC3.P.LINE,White,TP,Yes,1,Target,40,9.27,No,a little sure,eyebrows look familiar,FO,No,Yes,a little sure,eyebrows look familiar,FALSE,FALSE,2.2267833795777636,0.4119308116222096,a little sure eyebrows look familiar
190,5Minute,69,Female,32,White,WC3.NP.LINE,White,TA,Yes,0,Foil,80,8.248,No,80,His face looks familiar,F,No,Yes,80,His face looks familiar,TRUE,FALSE,2.1099707467146587,0.23606724686066372,80 His face looks familiar
190,5Minute,69,Female,32,White,WD1.P.LINE,White,TP,Yes,1,Target,100,3.75,No,I've very certain,I recognize his face and haircut,Omany,No,Yes,I've very certain,I recognize his face and haircut,FALSE,FALSE,1.3217558399823195,-0.950604776,I've very certain I recognize his face and haircut
190,5Minute,69,Female,32,White,WD2.P.LINE,White,TP,Yes,1,Target,100,2.462,No,very certain,"look in his eyes, way he holds his mouth and haircut.",Omany,No,Yes,very certain,"look in his eyes, way he holds his mouth and haircut.",FALSE,FALSE,0.9009740277622619,-1.584099524,"very certain look in his eyes, way he holds his mouth and haircut."
190,5Minute,69,Female,32,White,WD3.P.LINE,White,TP,Yes,1,Target,80,2.845,No,pretty certain,looks like a face I saw during the videos,R,No,Yes,pretty certain,looks like a face I saw during the videos,FALSE,FALSE,1.0455630675782943,-1.366418069,pretty certain looks like a face I saw during the videos
191,5Minute,63,Male,31,White,WC1.NP.LINE,White,TA,Yes,0,Foil,40,10.012,No,50/50 if I recognize him from this study.,"He may have been included in the photos shown, but I can't be certain.",?,No,Yes,50/50 if I recognize him from this study.,"He may have been included in the photos shown, but I can't be certain.",TRUE,FALSE,2.303784373569528,0.5278572226760879,"50/50 if I recognize him from this study. He may have been included in the photos shown, but I can't be certain."
191,5Minute,63,Male,31,White,WD1.P.LINE,White,TP,Yes,1,Target,80,7.026,No,I am almost certain I saw his picture a few times.,"I remember him wearing a blue shirt, maybe like plaid but with blue colors.",?,No,Yes,I am almost certain I saw his picture a few times.,"I remember him wearing a blue shirt, maybe like plaid but with blue colors.",FALSE,FALSE,1.9496175538436353,-0.005347431,"I am almost certain I saw his picture a few times. I remember him wearing a blue shirt, maybe like plaid but with blue colors."
191,5Minute,63,Male,31,White,WD2.P.LINE,White,TP,Yes,1,Target,60,13.445,No,I think he was the first photo I was shown.,I believe I saw him earlier and was only shown his photo once or twice.,R,No,Yes,I think he was the first photo I was shown.,I believe I saw him earlier and was only shown his photo once or twice.,FALSE,FALSE,2.598607289720828,0.9717185391873285,I think he was the first photo I was shown. I believe I saw him earlier and was only shown his photo once or twice.
191,5Minute,63,Male,31,White,WD3.P.LINE,White,TP,Yes,1,Target,80,7.425,No,He looks like someone who was smiling earlier.,The haircut is familiar.,?,No,Yes,He looks like someone who was smiling earlier.,The haircut is familiar.,FALSE,FALSE,2.004852684688763,0.077810073,He looks like someone who was smiling earlier. The haircut is familiar.
192,5Minute,43,Female,25,White,WC1.NP.LINE,White,TA,Yes,0,Foil,20,4.609,No,Not very certain,He looks like one of the men with a bad tooth but I cannot tell because I cannot see his teeth,U1,No,Yes,Not very certain,He looks like one of the men with a bad tooth but I cannot tell because I cannot see his teeth,FALSE,FALSE,1.5280109137383713,-0.640083973,Not very certain He looks like one of the men with a bad tooth but I cannot tell because I cannot see his teeth
192,5Minute,43,Female,25,White,WC3.NP.LINE,White,TA,Yes,0,Foil,20,18.197,No,Not very certain,"The dark, thick eyebrows look familiar",FO,No,Yes,Not very certain,"The dark, thick eyebrows look familiar",FALSE,FALSE,2.901256745331106,1.427362854636841,"Not very certain The dark, thick eyebrows look familiar"
192,5Minute,43,Female,25,White,WD2.P.LINE,White,TP,Yes,0,Foil,40,5.003,No,Uncertain,He looks familiar but he also looks like a friend of mine so I may not recognize him from the initial lineup.,?,No,Yes,Uncertain,He looks familiar but he also looks like a friend of mine so I may not recognize him from the initial lineup.,FALSE,FALSE,1.610037732506068,-0.51659109,Uncertain He looks familiar but he also looks like a friend of mine so I may not recognize him from the initial lineup.
192,5Minute,43,Female,25,White,WD3.P.LINE,White,TP,Yes,0,Foil,20,5.765,No,Not very certain,The eyes look slightly familiar,FO,No,Yes,Not very certain,The eyes look slightly familiar,FALSE,FALSE,1.7518051537210222,-0.303157633,Not very certain The eyes look slightly familiar
193,Day,67,Female,35,White,WC1.NP.LINE,White,TA,Yes,0,Foil,80,8.309,No,Very certain.,This face seems very familiar.,F,No,Yes,Very certain.,This face seems very familiar.,FALSE,FALSE,2.1173392646828444,0.24716068603015218,Very certain. This face seems very familiar.
193,Day,67,Female,35,White,WC3.NP.LINE,White,TA,Yes,0,Foil,60,22.104,No,I am fairly certain.,I believe I did see this face but it's not as memorable as some others.,R,No,Yes,I am fairly certain.,I believe I did see this face but it's not as memorable as some others.,FALSE,FALSE,3.0957585876211153,1.7201889514331998,I am fairly certain. I believe I did see this face but it's not as memorable as some others.
193,Day,67,Female,35,White,WD2.P.LINE,White,TP,Yes,0,Foil,80,13.398,No,I am a good amount certain.,This face seems familiar.,F,No,Yes,I am a good amount certain.,This face seems familiar.,FALSE,FALSE,2.595105442086076,0.966446443,I am a good amount certain. This face seems familiar.
193,Day,67,Female,35,White,WD3.P.LINE,White,TP,Yes,0,Foil,60,11.254,No,Pretty certain I saw this face.,This face seems to ring a bell.,R,No,Yes,Pretty certain I saw this face.,This face seems to ring a bell.,FALSE,FALSE,2.420723621011087,0.703911408,Pretty certain I saw this face. This face seems to ring a bell.
195,Day,54,Male,25,White,WC1.P.LINE,White,TP,Yes,1,Target,40,4.142,No,Not certain,Just a hunch,?,No,Yes,Not certain,Just a hunch,FALSE,FALSE,1.4211787629733925,-0.800921739,Not certain Just a hunch
195,Day,54,Male,25,White,WC2.P.LINE,White,TP,Yes,0,Foil,40,26.252,No,Not sure,The hairstyle is unique in the groups so far.,O1,No,Yes,Not sure,The hairstyle is unique in the groups so far.,FALSE,FALSE,3.2677421766114763,1.9791134042000074,Not sure The hairstyle is unique in the groups so far.
195,Day,54,Male,25,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,2.978,No,Unsure,The look on his face.,?,No,Yes,Unsure,The look on his face.,FALSE,FALSE,1.0912519342618172,-1.29763264,Unsure The look on his face.
196,Day,64,Female,33,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,17.422,No,"I would say I'm about 50/50 on this one.  I could be wrong, but he definitely has a unique look and seems familiar.","Shape of the face and the build, eyes and thick eyebrows seem familiar.",FO,No,Yes,"I would say I'm about 50/50 on this one.  I could be wrong, but he definitely has a unique look and seems familiar.","Shape of the face and the build, eyes and thick eyebrows seem familiar.",TRUE,FALSE,2.8577337753967003,1.3618382238321907,"I would say I'm about 50/50 on this one.  I could be wrong, but he definitely has a unique look and seems familiar. Shape of the face and the build, eyes and thick eyebrows seem familiar."
196,Day,64,Female,33,White,WC3.NP.LINE,White,TA,Yes,0,Foil,20,24.605,No,"I'm much less certain about this one, but the face in the middle top is vaguely familiar.",Something about the shape of his eyes makes this face feel familiar but I am not certain at all.,FO,No,Yes,"I'm much less certain about this one, but the face in the middle top is vaguely familiar.",Something about the shape of his eyes makes this face feel familiar but I am not certain at all.,FALSE,FALSE,3.2029496743179418,1.8815671016822375,"I'm much less certain about this one, but the face in the middle top is vaguely familiar. Something about the shape of his eyes makes this face feel familiar but I am not certain at all."
196,Day,64,Female,33,White,WD1.P.LINE,White,TP,Yes,1,Target,100,7.583,No,"I'm almost 100% certain on this one, though the expression on his face is different and he's wearing different clothes, but I definitely remember this face.","It's the eyes, the hair, and he has a fairly similar demeanor in this pic as in the first one.  I remember thinking he looked like a frat boy in the first image (sorry, judgmental, I know).",OU,No,Yes,"I'm almost 100% certain on this one, though the expression on his face is different and he's wearing different clothes, but I definitely remember this face.","It's the eyes, the hair, and he has a fairly similar demeanor in this pic as in the first one.  I remember thinking he looked like a frat boy in the first image (sorry, judgmental, I know).",TRUE,FALSE,2.0259088997187984,0.10951059189290335,"I'm almost 100% certain on this one, though the expression on his face is different and he's wearing different clothes, but I definitely remember this face. It's the eyes, the hair, and he has a fairly similar demeanor in this pic as in the first one.  I remember thinking he looked like a frat boy in the first image (sorry, judgmental, I know)."
196,Day,64,Female,33,White,WD2.P.LINE,White,TP,Yes,1,Target,40,13.956,No,"About 40%, as he looks very familiar, but there is something different enough that I feel I could be wrong.",The particular combination of the shape of his mouth and orientation and shape of the eyes.,FO,No,Yes,"About 40%, as he looks very familiar, but there is something different enough that I feel I could be wrong.",The particular combination of the shape of his mouth and orientation and shape of the eyes.,TRUE,FALSE,2.6359095233245275,1.0278777371638217,"About 40%, as he looks very familiar, but there is something different enough that I feel I could be wrong. The particular combination of the shape of his mouth and orientation and shape of the eyes."
196,Day,64,Female,33,White,WD3.P.LINE,White,TP,Yes,1,Target,100,5.202,No,I made this decision very quickly.  I am almost 100% certain I saw his face yesterday.,"The hair cut is unique, skin tone matches, shape of face and set of the eyes are all familiar.",FO,No,Yes,I made this decision very quickly.  I am almost 100% certain I saw his face yesterday.,"The hair cut is unique, skin tone matches, shape of face and set of the eyes are all familiar.",TRUE,FALSE,1.6490431670264598,-0.457867692,"I made this decision very quickly.  I am almost 100% certain I saw his face yesterday. The hair cut is unique, skin tone matches, shape of face and set of the eyes are all familiar."
